#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Oct 19 21:29:06 EDT 2019,50,50,Assignment3Suite,BuildTest2+ BuildTest3+ DelMinTest3+ GetMinTest1+ GetMinTest2+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ , ,BuildTest1- DelMinTest1- DelMinTest2- DelMinTest4- EverythingTest- GetMinTest3- SizeTest2- SizeTest3- SizeTest4- , ,
1,Sat Oct 19 22:00:43 EDT 2019,33,-17,Assignment3Suite,DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest1 BuildTest2- BuildTest3- DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1- GetMinTest3 SizeTest2 SizeTest3 SizeTest4 , ,
2,Sat Oct 19 22:01:47 EDT 2019,33,0,Assignment3Suite,DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 SizeTest2 SizeTest3 SizeTest4 , ,
3,Sat Oct 19 22:09:11 EDT 2019,33,0,Assignment3Suite,DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 SizeTest2 SizeTest3 SizeTest4 , ,
4,Sun Oct 20 17:13:51 EDT 2019,33,0,Assignment3Suite,DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 SizeTest2 SizeTest3 SizeTest4 , ,
5,Sun Oct 20 17:16:04 EDT 2019,33,0,Assignment3Suite,DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 SizeTest2 SizeTest3 SizeTest4 , ,
6,Sun Oct 20 17:16:54 EDT 2019,33,0,Assignment3Suite,DelMinTest3 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 SizeTest2 SizeTest3 SizeTest4 , ,
7,Sun Oct 20 17:35:21 EDT 2019,72,39,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest3 GetMinTest1+ GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest4+ , ,DelMinTest1 DelMinTest2 DelMinTest4 EverythingTest SizeTest3 , ,
8,Sun Oct 20 18:18:52 EDT 2019,100,28,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2+ DelMinTest3 DelMinTest4+ EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3+ SizeTest4 , , , ,
9,Sun Oct 20 21:11:51 EDT 2019,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
